1600,10,Win,Fail
92,10933,102,31868,429,14825,37,25276,11,10861,0
53,292842,18,31269,157,660850,8,3123,19,49034,1
37,333997,222,249034,68,61365,92,63330,516,3822,0
113,50878,245,744844,89,24378,14,487222,236,29912,0
81,134112,40,274567,58,43057,141,117968,34,80052,1
68,5162,62,11599,117,10408,134,9813,18,34509,0
78,66995,136,14524,92,405656,498,102620,99,42035,1
254,9182,53,118079,29,7169,115,19066,39,2635,1
16,119858,45,26501,236,25470,122,345930,64,62830,0
115,9808,157,234248,267,492179,222,2500,14,132756,0
36,57712,28,2963,40,80197,51,47154,84,26851,1
429,34799,141,72208,412,42600,238,61626,236,64376,1
17,1713,39,17290,101,58959,133,3862,28,14576,0
89,554338,223,103224,236,125885,113,78150,61,29975,1
4,32458,76,303399,29,27465,201,9990,27,165196,0
111,294671,41,60750,105,656014,18,14154,102,10724,1
51,13033,33,8812,75,27180,44,35885,99,127729,0
76,76218,103,48305,16,1186882,67,200346,86,15866,1
122,34113,223,80399,498,22236,497,24382,13,35676,0
79,37652,55,44189,29,72420,58,9356,25,1699,0
91,18341,32,102867,16,153351,67,89088,36,24299,1
53,90409,41,40664,498,39192,102,3885,91,24722,1
412,24875,62,335959,51,21181,245,47806,115,98976,0
33,31800,111,76185,98,56514,103,38376,81,52316,1
19,1554,12,552,157,188563,80,7945,117,3335,0
53,178598,222,116275,11,4168,61,78784,35,429259,1
163,133363,21,61051,36,73980,32,106278,40,67136,0
29,42506,26,25899,48,25192,240,66271,82,10407,0
77,475730,91,301748,68,3696,21,656512,267,99454,1
141,7191,30,17914,105,3803,51,1557,16,15122,0
222,617793,89,67289,62,47777,5,38070,43,8674,1
240,4171,57,14052,81,16871,105,19091,254,34379,1
102,47622,45,51308,236,3242,111,136130,150,42569,0
236,92458,8,661378,22,54111,412,173834,57,66296,1
25,15962,90,242285,98,31189,51,212001,141,25539,0
40,46701,141,27704,98,13719,8,27081,236,31751,1
222,112172,99,123724,16,474,5,16087,516,4912,0
112,93541,154,50508,10,4910,236,32603,40,70326,1
67,15179,53,91955,45,179,59,50422,68,2635,0
29,49952,57,187063,37,131615,79,339331,157,193542,1
91,1280191,44,313542,28,4104,75,12993,18,74351,0
222,151457,11,21812,85,27677,238,33381,44,218507,0
111,8068,84,48607,102,71349,24,42468,51,166817,1
18,51263,99,264277,54,5441,412,197218,59,14102,1
40,57510,13,164,141,33616,21,43398,78,29248,0
21,7039,3,50354,37,649404,59,79413,427,52608,1
85,9996,120,72763,18,40927,157,108676,161,10810,0
222,214131,102,67032,267,288400,161,28511,122,350694,1
254,5061,98,423302,429,4853,90,99849,19,19705,0
4,402161,27,1132824,121,457772,498,69102,17,1805409,1
267,1549820,79,21960,54,1765,14,305520,18,7201,0
32,85790,18,27386,131,839180,31,49564,497,12928,1
28,7271,420,45231,498,39228,12,14301,92,207824,0
7,3304,83,50330,24,52775,202,44204,150,10818,1
117,141060,1,12478,427,553,86,9270,67,98839,0
51,28051,31,8179,154,105881,115,21330,12,31199,1
44,29755,84,30453,141,86870,10,3618,67,81699,0
150,11917,89,60304,119,66995,19,1329,236,27218,0
117,69660,84,106790,80,26640,18,27008,113,32893,1
61,127704,420,2706,421,105104,222,90386,432,227846,1
22,12862,412,67859,85,36975,254,106228,99,138364,0
16,80820,120,15363,69,20849,86,87945,18,28306,0
40,8690,22,378470,59,3765,202,76761,105,19110,1
17,130256,15,7548,11,33244,516,2268,45,279501,0
497,36482,25,34985,83,317799,102,40071,18,54943,1
67,346327,117,334422,75,12255,69,92104,141,72514,0
9,4127,157,632707,61,55312,222,24401,497,173177,1
67,217919,53,32091,19,11589,31,41429,90,108687,1
44,6469,4,281917,29,21576,76,17728,86,8237,0
141,14560,150,22016,103,495802,29,14259,432,838082,1
24,17574,8,18228,18,133722,126,141364,40,7262,0
163,106700,19,75258,201,39468,498,28378,111,14858,0
157,63096,53,4891,67,62091,59,221195,27,21316,1
113,1765,57,3419,90,47911,143,48017,202,224439,0
67,130754,412,49990,78,18283,134,50429,92,8605,1
44,186023,42,13123,238,15046,33,10473,164,1536,0
24,45259,15,13956,115,3504,141,50332,201,24488,1
38,2790,104,5705,78,3783,51,28828,267,27638,0
86,11838,103,11061,113,126200,40,3604,18,9151,1
110,31487,92,54583,412,117524,107,20331,55,326040,0
4,13386,131,25817,86,38306,110,86745,25,87422,0
45,104090,10,30351,81,27217,64,132357,223,35651,0
92,105623,89,153058,22,180131,154,7946,99,34601,1
115,30425,31,11869,51,110267,37,81087,516,43325,0
497,72113,238,79270,131,1901,18,6069,102,4458,1
236,45906,133,1033490,31,26625,412,25225,122,32884,0
18,8166,92,177980,267,68923,19,91634,245,35116,0
69,4284,141,10613,24,127160,96,9623,40,106180,1
427,99818,238,36944,25,38761,202,61643,80,194155,1
84,301766,122,232895,51,34988,19,10653,14,12758,0
22,190914,16,299441,34,61666,11,129513,75,69855,0
58,15394,106,336577,21,479816,516,57855,99,77420,1
37,20195,41,184419,84,63124,79,16033,18,96628,1
61,180276,23,135347,59,11266,16,20184,222,326191,0
10,53968,141,10720,427,15179,90,91186,18,12237,1
432,506046,161,1753,5,88711,110,17187,59,36747,0
45,594808,18,54173,412,73269,36,85672,150,146280,1
59,79454,61,63650,5,27457,429,28476,40,156308,0
37,19801,202,16625,32,42475,24,9059,99,91018,0
412,181118,240,27539,67,34916,5,809184,45,8876,1
79,5286,236,11657,115,122085,40,17254,157,20805,0
98,27632,11,217781,143,34247,222,16832,7,348679,1
90,297262,26,20034,24,13654,19,28043,96,11524,1
92,65523,50,8886,67,38096,20,3550,53,124952,0
59,93021,18,96877,57,4056,40,53428,84,522941,1
48,40731,111,70834,121,15151,29,94212,55,219445,0
75,10617,37,347528,21,185085,11,234530,268,2936,0
6,231458,22,57250,117,49430,64,21451,131,152788,1
12,121585,516,15376,18,22290,154,93159,1,24394,0
6,169934,201,84464,222,57124,103,122794,19,188311,1
119,22891,75,39827,89,31157,107,54758,63,12140,1
41,18874,99,85820,110,846,516,2671,13,36179,0
24,26876,77,37046,498,7871,201,19399,238,1885,0
121,10139,245,27256,119,17221,12,32290,86,12921,1
96,12041,59,7132,38,80591,25,152779,516,40496,0
133,189632,69,49600,79,383904,40,494795,29,123899,1
79,5157,412,87574,119,101131,131,52808,164,55613,1
516,5991,91,214628,121,111413,67,211756,40,154683,0
157,214919,126,30977,120,154107,25,14718,222,341878,1
106,6780,45,743275,58,12257,67,121451,38,16531,0
154,4931,105,28686,81,60612,86,172995,143,11482,1
110,358190,412,348284,266,265643,69,15726,5,198647,0
13,2293,28,8061,58,9239,222,27728,412,24101,1
126,24719,119,92690,117,28236,3,613,254,50936,0
48,125438,1,44110,24,121497,61,2738,81,14598,1
201,81883,141,67799,498,412709,420,36978,134,181745,0
80,204291,157,235716,222,14130,412,17060,19,236846,1
154,15142,48,36905,15,56641,267,101063,238,99226,0
44,28031,84,272114,498,76911,92,560172,77,23618,1
11,388889,164,53909,8,9061,117,44035,222,45509,1
26,55227,69,7835,99,72121,236,133475,31,32957,0
18,127723,19,103492,16,13341,23,6885,38,13240,0
106,95621,34,145398,2,3195,432,484138,119,108067,1
25,224513,420,15517,236,47476,141,19687,103,11874,1
91,11225,20,157456,150,6953,29,13483,44,43004,0
245,22529,29,47763,23,9827,16,21172,35,53930,0
141,99437,17,23833,412,15414,222,55637,55,42241,1
18,22015,91,12957,19,41292,99,9741,126,66143,1
58,38325,245,14634,120,5959,81,16452,516,16519,0
61,16069,98,105572,76,21154,266,161828,18,170109,1
202,60462,412,48231,141,67551,23,334756,238,78422,0
21,59999,7,187245,28,22651,157,358424,412,142233,1
25,27144,238,61164,84,3098,222,575451,11,75711,0
22,26120,117,97455,92,516984,61,63465,59,58973,1
141,31688,99,88862,79,4004,16,418017,115,16022,0
267,203626,67,207458,113,8809,103,164611,80,85111,0
44,253929,102,246600,38,174293,92,893159,119,95786,1
119,83985,497,23257,92,91496,64,54103,115,13052,0
101,395119,21,19284,114,55162,76,298491,412,264351,1
157,10719,17,48642,421,11957,110,160942,412,393180,1
238,7065,497,24401,15,10815,141,29003,61,19732,0
254,12672,164,48483,37,5001,61,42571,29,35505,1
110,20059,53,75134,157,474380,62,113725,101,310060,0
240,78842,157,36968,81,26588,11,132971,59,42568,0
119,55724,99,400660,55,155789,24,2585,5,76922,1
121,56110,157,757029,4,69230,40,137503,222,275377,1
202,229046,136,58806,432,108901,120,243020,150,650984,0
64,17028,92,1683,90,8317,22,96394,412,74936,1
61,24631,420,8170,154,179222,21,387990,267,327364,0
74,240482,154,128666,21,203059,99,83167,516,29819,0
86,10373,222,10604,412,502297,19,144657,43,14496,1
121,102627,133,256537,61,116803,43,80704,119,539165,0
18,5207,245,40333,105,110136,36,32787,34,470663,1
223,48839,17,192,119,50686,63,3896,4,50392,1
8,428040,498,31656,412,14269,24,1047,106,34391,0
53,18700,107,603285,75,46562,29,90498,3,22675,0
18,2887,58,400400,89,15057,57,27714,103,108502,1
238,208817,19,10115,236,21819,150,2636,117,35724,0
75,212402,201,113215,254,72819,202,39087,8,17233,1
75,110315,119,235610,40,12669,90,6417,33,24082,0
57,4488,245,32493,236,56157,24,5528,201,70946,1
1,167126,63,197064,516,2771,11,68146,110,3557,1
254,83807,25,8024,498,9122,115,43912,45,83645,0
67,36727,53,208597,45,29692,421,44661,19,4313,0
90,80877,157,479485,201,52616,429,16763,32,30359,1
141,12842,69,7841,67,181622,23,357364,53,7155,0
126,23194,31,30326,222,1593,26,18227,91,271764,1
59,25624,122,16598,61,66988,18,9847,412,366075,1
67,107019,33,10922,163,214637,89,4973,96,44616,0
63,138499,29,6528,55,359706,254,113335,92,239159,1
82,6826,35,685730,497,37123,67,71526,141,35357,0
164,7585,40,145323,59,2934,18,119399,103,80250,1
63,3649,26,150237,236,131293,28,215998,62,475010,0
24,20471,67,42317,34,527317,516,98476,53,19057,1
45,99197,23,15275,119,87996,27,400,64,60435,0
202,10778,115,3420,60,39967,143,46628,83,44455,0
236,7052,133,169884,99,59988,122,46415,105,15395,1
23,31216,131,127546,37,486,18,35061,89,31211,0
111,60535,99,109140,67,174316,267,1301425,64,39423,1
2,5949,67,598544,102,7421,236,22675,1,206376,0
134,111743,17,32578,111,18855,21,41706,79,11952,1
202,53218,63,66015,223,173247,11,439033,31,56592,0
131,31398,86,31796,44,50258,245,65407,119,903554,1
119,228722,40,14660,61,21173,35,1090,78,89184,0
23,1752,22,147848,4,35013,201,112658,141,31217,1
141,15448,58,16699,69,1005,236,11649,40,18680,0
268,598819,498,10151,64,137844,202,29247,50,34308,1
18,1807,157,196600,19,9763,14,215254,53,92295,0
23,91259,25,20866,15,45903,98,593697,105,64336,1
202,11584,81,5863,99,2699,40,40128,98,311262,0
77,57131,26,2150,63,108318,31,5930,22,49681,1
516,22212,5,30143,43,82188,222,18018,45,19978,1
89,58254,1,11190,67,117598,122,14367,113,55605,0
5,10217,99,153679,57,17870,202,33582,412,20238,0
43,43534,516,7395,37,44318,18,10651,141,62262,1
90,59212,25,31229,202,48314,141,82873,120,151872,1
412,115673,22,32863,75,11960,102,423361,30,9793,0
119,24280,37,47211,24,55407,516,2632,4,102076,0
121,7928,67,246608,267,12932,126,13478,61,68205,0
201,34990,164,210397,120,41348,67,136886,245,25878,1
16,15700,22,24236,112,3003,11,15093,58,2420,0
516,2618,41,345803,26,35014,498,120449,32,255145,1
29,23156,56,7847,236,228380,99,1027289,92,52781,0
19,165193,53,102188,134,9609,62,4110,22,49165,1
48,6078,51,23819,84,370,157,175209,24,340388,0
222,330446,33,62153,99,50585,203,226366,238,113296,1
117,27488,103,99790,29,17203,122,66576,498,19869,0
18,97978,23,41087,117,24917,57,43676,45,122035,1
96,18855,98,366879,69,19924,36,70997,412,187568,0
267,14109,12,5798,498,17956,105,127716,2,58674,1
240,4583,238,222886,22,242185,161,441163,113,51104,0
5,1601,86,195,17,271309,63,70503,67,66292,0
29,20115,12,18579,24,43116,101,29847,27,70140,1
516,9553,157,363329,86,92869,67,106217,432,213711,1
82,50766,89,47422,59,68778,254,39571,26,7715,0
57,17275,21,193156,86,9332,238,34063,60,10223,1
99,304857,59,4072,98,6226,202,31647,516,17816,0
67,306213,37,51819,19,18858,114,20287,115,72253,0
57,31064,113,37109,12,135368,157,104472,51,121453,1
141,10727,37,422523,84,63133,58,512841,67,104529,0
29,46082,164,214953,44,98662,103,76432,57,16270,1
121,174676,18,46557,90,22697,17,332822,53,89149,1
63,10729,1,147612,157,601069,76,87338,29,171841,0
16,2470,81,55556,54,20087,80,198030,245,269151,1
161,32014,58,26033,51,76547,40,139096,64,22281,0
1,6179,157,66654,141,105197,143,19007,67,513738,1
110,65232,432,418200,64,481166,92,615961,69,23038,0
41,30097,222,158743,53,16479,79,9839,76,22101,1
